Date,Platform,Daily Active Users (DAU),New Registrations,Session Duration (minutes),In-game Purchases ($),Social Media Mentions,Stream Viewership,Revenue ($),Top Genre,Influencer Endorsements
2010-08-27,Console,134404,13440,26.038177597363,88434.84035143087,7627,20107.49291707106,113113.0655721516,Simulation,0
2010-08-28,Console,185261,18526,32.03856782780414,93703.64702617962,2130,37497.89055214371,96764.75685959078,RPG,0
2010-08-29,Mobile,33087,3308,83.15430444076048,26967.85845870418,4847,31876.29347939834,70343.04319157146,Simulation,1
2010-08-30,Console,92966,9296,81.36670118925446,77329.34033004902,6365,48490.09702499307,118454.2232653579,FPS,0
2010-08-31,VR,73769,7376,97.22995565925869,16148.54239896003,2351,38306.22830090529,145659.0606943682,Simulation,1
2010-09-01,Console,64884,6488,94.19298281300503,25209.25069684546,5200,73502.66983552353,64832.29408153961,Action,1
2010-09-02,Mobile,40615,4061,84.18503089116494,49951.65151120947,9194,79598.43200896979,27418.49510252176,FPS,0
2010-09-03,Mobile,106691,10669,64.860203264224,93400.73066082217,7019,90587.81598047103,30896.04763931083,Action,0
2010-09-04,PC,10944,1094,95.94304865616179,77790.43506897225,3510,24374.36626879482,17501.23301597025,Adventure,1
2010-09-05,VR,104476,10447,83.01431880679112,64939.27472295913,3765,58516.74476574385,69462.53098391443,FPS,1
2010-09-06,PC,109447,10944,61.34070768887134,26830.6022014881,7450,28017.18194612616,43819.66485050653,Simulation,0
2010-09-07,Console,115867,11586,32.76455928122004,80142.17932146993,6225,50220.70944226226,93995.14551299889,FPS,0
2010-09-08,Console,32363,3236,46.40563223767462,49767.12260509776,4896,29956.25780177113,123009.2867852727,Adventure,0
2010-09-09,PC,82988,8298,61.16360641628691,55890.09330297869,1762,35782.13840797223,68490.3562418305,Action,1
2010-09-10,Console,130747,13074,40.14436735274798,19678.78879096452,8614,27293.16749971789,138278.6184806798,FPS,1
2010-09-11,PC,153290,15329,88.74601325894305,49736.7281865909,8367,72142.71670970444,59812.45305625843,RPG,0
2010-09-12,Mobile,172101,17210,31.3650568024991,82440.3565015589,1483,57979.78448546816,35794.85479058714,Adventure,1
2010-09-13,PC,196586,19658,96.35544419163126,61206.04893829848,4659,42745.87836030694,93784.91714778352,Adventure,0
2010-09-14,VR,128839,12883,20.06761366969906,19572.63947104934,2284,61139.68541720953,56458.27931446192,Action,1
2010-09-15,PC,162866,16286,80.45668067827195,33981.33748900925,1627,55803.229266279,44456.99623151832,Adventure,1
2010-09-16,Mobile,125425,12542,65.58873808255673,89030.6653929249,8891,78072.95930691305,100547.4763241081,Adventure,1
2010-09-17,Mobile,131928,13192,38.80413087388813,21210.33295865129,1394,86583.26445861893,28543.36433713796,FPS,1
2010-09-18,PC,198392,19839,35.56307087775942,16277.02251970342,7403,54468.61123480814,14008.41757890985,FPS,0
2010-09-19,PC,184983,18498,75.81011081354873,13090.80006430721,2877,62586.13999507506,109330.3732928764,Action,0
2010-09-20,Mobile,186550,18655,63.99724128981705,77489.55321478205,7019,59399.77862996989,88559.48902387837,Action,0
2010-09-21,PC,95563,9556,52.73015898147771,64646.87935237909,1765,78620.16718161709,49976.64398219221,Adventure,0
2010-09-22,Console,79112,7911,99.22247672278974,66801.85577736163,8060,45595.86288311686,48204.47974595219,Action,1
2010-09-23,PC,195403,19540,76.38901923317437,46441.04643308818,3769,33837.41802529196,143174.4891075697,RPG,0
2010-09-24,Mobile,20415,2041,23.50273549274905,88417.58707078765,8009,56973.21987779569,8385.892092184069,Adventure,1
2010-09-25,PC,150071,15007,96.97823743717498,67963.74140716132,1881,43567.59811283114,41036.91233256195,FPS,1
2010-09-26,VR,108497,10849,57.8520253566213,64977.9839404048,4164,33670.79185786493,110348.9751670846,RPG,1
2010-09-27,Mobile,166372,16637,67.09756885767183,83911.21788919411,2899,25092.39351345739,82946.54817216609,Adventure,1
2010-09-28,Console,37058,3705,84.81205258220744,50372.22082506361,4059,48705.86770619301,63710.54182500644,Adventure,0
2010-09-29,Mobile,164405,16440,75.75767224544356,21438.57665585005,9147,73380.88332697704,118201.0748023549,Simulation,1
2010-09-30,Mobile,70559,7055,68.73699639752535,48559.76372473849,3998,71610.33329255774,54321.37831246474,FPS,1
2010-10-01,Mobile,79149,7914,88.50681216243136,55766.45475416438,2611,95233.10235185655,50381.05442723651,RPG,0
2010-10-02,VR,195180,19518,63.3061082733545,44075.864870813,2516,82354.70656095602,110643.7021286812,RPG,0
2010-10-03,PC,162080,16208,70.74846866183353,70896.0910058438,9444,29588.02665530331,149784.1252906348,Action,0
2010-10-04,Console,40949,4094,51.33444532876002,53730.53395992221,8771,55064.14334706052,115731.445097542,RPG,0
2010-10-05,Console,155606,15560,50.27138047929665,59599.41850628804,8805,88925.12511473159,9754.573371427727,Simulation,1
2010-10-06,Console,153908,15390,72.62995429131976,45550.42561894263,6961,34226.70066839049,125705.4131095089,FPS,0
2010-10-07,PC,191103,19110,75.64308638962946,51626.50823387723,2342,85536.37727165967,20303.3507348294,Action,0
2010-10-08,Console,134411,13441,25.97269567741461,94014.50062157634,3597,45020.80033779357,149440.0427497405,RPG,1
2010-10-09,Mobile,175359,17535,66.60538577919209,90302.7910163498,2785,58766.97292791474,148565.2176502481,Simulation,1
2010-10-10,PC,111652,11165,52.29864926070684,33981.74735221472,3422,71550.52330188817,107061.7333276433,FPS,0
2010-10-11,PC,115990,11599,35.33276672244706,31998.5126647548,9891,33713.98039981365,123901.292210252,Adventure,0
2010-10-12,Mobile,27254,2725,52.20428719338215,30692.0043493399,6206,81724.36027234708,57734.62049668644,Adventure,0
2010-10-13,Console,17643,1764,72.7679310928601,60399.97984468282,1586,31587.02159266985,100777.6142366994,RPG,0
2010-10-14,VR,135938,13593,50.56129457716584,14837.97254371274,6004,82298.30472286495,16327.36420004209,RPG,0
2010-10-15,Mobile,47232,4723,78.24658436947402,94786.01025745069,8967,71050.60943989264,131066.0053324661,Simulation,0
2010-10-16,VR,171745,17174,52.42040194812114,23622.51442454653,6218,83334.88893588368,18966.71412284033,RPG,1
2010-10-17,Mobile,118301,11830,89.53941351066815,43432.79389711802,6413,48317.15756006358,105054.0843882778,Simulation,0
2010-10-18,PC,162209,16220,35.73213644309636,32932.32356785564,2150,29823.95088828782,88568.36610850312,Adventure,1
2010-10-19,Mobile,166552,16655,92.7089158374225,51091.48895385308,5760,68496.84845178627,54399.84601701187,RPG,0
2010-10-20,VR,165170,16517,86.71061057340854,81897.3855230187,4079,45389.64828960849,63681.29751789575,Simulation,0
2010-10-21,Mobile,105699,10569,61.18670979509405,76179.80042832586,8120,26490.32428474802,135207.966418723,Simulation,1
2010-10-22,Console,12947,1294,25.12324063137469,13255.2834671642,3666,37366.30431680247,145352.5375982192,Simulation,1
2010-10-23,PC,14081,1408,22.61173264258219,24616.21218034354,8244,29732.08476813661,67097.93696365645,FPS,0
2010-10-24,Console,105910,10591,54.65272065057925,87641.51793388017,7360,84913.28560892293,42881.85275274588,Action,0
2010-10-25,PC,58439,5843,44.03425850762628,23736.98924334441,3422,72144.51889366991,28206.13776209672,Action,1
2010-10-26,VR,172227,17222,31.5193960848267,13747.71157633606,3171,60495.77752743789,138234.3992337672,Action,1
2010-10-27,Console,127878,12787,80.33169710305238,54810.91309975988,7111,22391.62112812817,83874.02027627412,RPG,1
2010-10-28,Console,17569,1756,95.40032977911763,48307.78862579311,5804,30958.02433577371,114842.7989952635,FPS,0
2010-10-29,VR,122449,12244,60.7809451022142,55629.4249452763,4973,86440.37598697754,36810.45116303828,FPS,0
2010-10-30,Console,12511,1251,76.69713539719112,95523.45399410487,8765,65342.10759433391,116213.9155264978,Adventure,1
2010-10-31,PC,182384,18238,77.62366683246175,68877.37639879523,6433,31428.63304237795,34203.29542157095,Action,0
2010-11-01,Mobile,141729,14172,86.51242446336606,25111.14130115297,7613,97185.44560237956,86816.50408974384,Action,1
2010-11-02,PC,89748,8974,32.50066509835712,71495.08933083536,8274,88009.27241644626,118075.1011213273,Action,0
2010-11-03,PC,176811,17681,75.25861375682453,90424.97912679138,2435,24583.88778189253,95392.94330864945,RPG,1
2010-11-04,VR,47077,4707,94.7772225779462,70520.79681665532,5039,64621.6282260908,79584.60399517599,Simulation,1
2010-11-05,PC,185304,18530,40.28835586374807,60339.40728519455,8881,90554.87557773615,14523.87997697598,RPG,0
2010-11-06,Console,98062,9806,67.03024119827789,27428.92373107451,3791,24361.67603747185,105738.9541271854,RPG,0
2010-11-07,PC,49990,4999,37.85989896977532,56955.7933003719,2884,21004.03795189799,128786.4573320595,Adventure,1
2010-11-08,VR,175948,17594,80.74397002168737,37936.8324933063,7200,94848.09832755863,56335.864883798,Simulation,1
2010-11-09,Mobile,165603,16560,41.72721303523716,26439.71725206862,1217,45836.36712997302,123795.7754825943,Adventure,0
2010-11-10,VR,90733,9073,47.03393014653999,87770.71451518481,7004,52191.85021226433,140324.69054658,Adventure,1
2010-11-11,PC,52019,5201,90.9727479905716,77911.18027074558,2316,81556.12170807435,108145.3358846606,Simulation,0
2010-11-12,Mobile,45636,4563,25.40174481550989,59928.71219047258,5633,76196.79698021969,116155.2058882529,Action,1
2010-11-13,VR,192118,19211,32.01392274114518,92640.79692414447,1500,66520.76554618304,130743.6113222389,Adventure,1
2010-11-14,Mobile,54524,5452,21.83542684003388,39175.18788267519,7780,47730.04521624465,49066.99235047299,RPG,1
2010-11-15,PC,143255,14325,74.31882300840591,75618.24042642437,7423,67820.0968332564,116353.6976384803,Action,1
2010-11-16,Mobile,136938,13693,62.61416648415511,96852.85828428627,2708,37405.47611684429,36011.2650487166,RPG,0
2010-11-17,Console,190110,19011,50.65930884714361,31754.29268295292,5274,64984.81050065497,99897.99202598528,Action,1
2010-11-18,Console,94093,9409,89.51592879071981,28207.51587934607,2876,70319.70264910592,58954.3385264155,Simulation,0
2010-11-19,Mobile,92415,9241,66.53754217185548,58110.97484368282,5203,59166.3036617667,34764.37061693322,Simulation,0
2010-11-20,Console,139103,13910,79.64288883431746,56063.81779568829,2054,22959.30430966103,83628.87942423474,FPS,0
2010-11-21,Console,136010,13601,90.24869939279371,80827.46231028475,1982,30476.10224120183,136250.78025802,Action,0
2010-11-22,VR,100282,10028,66.27079206173376,84377.15112017022,8120,97615.24789792107,139257.944095603,Adventure,1
2010-11-23,PC,24839,2483,92.91669184573672,64005.82501138437,9412,61158.28363832758,96990.84991181185,Simulation,1
2010-11-24,VR,42903,4290,77.08302711282886,55280.79050202639,6615,95117.4190580642,26271.23795773529,FPS,0
2010-11-25,PC,193346,19334,39.93380196294759,19421.07778791535,9034,71289.39564200948,52875.10456105688,RPG,1
2010-11-26,PC,179516,17951,27.4507839639515,50951.69684253522,5933,95919.19856744324,91770.51149253234,Simulation,1
2010-11-27,PC,93975,9397,70.42480970078664,24753.50773406892,4289,85397.03887390032,101278.3241494393,Simulation,0
2010-11-28,Mobile,171410,17141,62.26973815864685,69040.42064135493,2913,80769.5764776781,119833.3296225398,Action,0
2010-11-29,VR,39241,3924,43.06108355063751,79514.80679180707,5054,74826.91972768863,26355.47482533926,Action,1
2010-11-30,Console,40605,4060,31.48824055924997,64990.44347697165,7766,52517.25493845347,55586.79780888038,RPG,1
2010-12-01,PC,171415,17141,64.90956563058687,86226.12124555693,4207,31208.35365880495,62632.72358677453,RPG,0
2010-12-02,VR,96951,9695,83.9308338847085,35309.31552882298,6860,70421.26279943765,80391.46261801156,RPG,1
2010-12-03,Console,185399,18539,94.11208109898982,23234.56661265305,8246,77026.3678546797,18411.39223769677,Simulation,1
2010-12-04,PC,130265,13026,58.44608104861534,79618.06504766046,9882,61629.4742808321,12029.06513570862,RPG,0
2010-12-05,VR,120659,12065,26.43859021255205,97196.821843017,3584,32213.04843346222,120179.5748268294,RPG,0
2010-12-06,PC,97675,9767,62.51064354708831,51185.72490841571,6134,94625.88017208851,120269.6556927718,FPS,1
2010-12-07,PC,130749,13074,63.29121591152976,74884.3666603924,5512,83413.54930817275,79149.182381917,Adventure,0
2010-12-08,PC,91600,9160,89.99720934617363,59273.72554442275,1256,99543.26493856541,41830.29903616077,Adventure,0
2010-12-09,Console,85528,8552,53.76052050815285,46276.03989358536,7304,31377.32623836272,85903.95016471704,Action,1
2010-12-10,VR,145212,14521,58.36856357555349,59488.10814127405,4343,79461.88840793497,7616.862039973645,Simulation,0
2010-12-11,Console,162455,16245,71.7555296375384,42756.75809183527,4497,57928.28936134822,41485.03185046457,Simulation,1
2010-12-12,VR,119591,11959,45.13357469069278,39092.55246038975,3410,77153.5448647167,7950.313413646616,RPG,1
2010-12-13,Console,15746,1574,85.61796766340598,59650.97410333574,8294,20978.413288244,94177.49253314106,FPS,1
2010-12-14,VR,153268,15326,69.92204421453906,69459.8345170423,4472,21208.92126511437,105067.2968461942,Simulation,0
2010-12-15,VR,183406,18340,62.36291459312038,95482.297120472,9108,69805.98595429835,80237.43576588297,FPS,1
2010-12-16,VR,61664,6166,89.32998876174895,97811.52654208313,6097,23472.68712543099,88047.87934084582,FPS,1
2010-12-17,PC,134374,13437,57.2648744416237,80177.62247921247,6211,53595.55347350441,146914.1557411178,Action,1
2010-12-18,VR,49681,4968,86.34564972632955,46798.18257111836,1046,65560.61025760905,143736.0197372844,RPG,1
2010-12-19,Mobile,75856,7585,56.11503242052576,21476.410256465,6422,67087.14112388021,35607.77786763624,FPS,1
2010-12-20,PC,84349,8434,20.95474235553539,23056.1694205852,9879,74771.30631508754,105478.5646385435,Adventure,1
2010-12-21,Mobile,68555,6855,98.03390356010898,81862.5485212844,8739,80100.57179733986,118475.6045192932,Action,1
2010-12-22,Console,17051,1705,48.41266912049021,17163.89650254705,2568,41871.48589583304,98854.04457343674,FPS,1
2010-12-23,Console,18062,1806,99.69714623362994,57751.06082689077,5710,40639.80746752249,32638.31800237303,Simulation,0
2010-12-24,Console,166185,16618,64.69740043099242,11152.32993574445,4257,57306.59044117805,74963.42915187479,RPG,0
2010-12-25,Console,169629,16962,66.33300996228489,67209.18297964559,4950,66077.97572592288,126778.3799594646,Simulation,0
2010-12-26,Mobile,164481,16448,86.76231835507477,61824.9338032342,6827,93196.12382569307,31942.00221799763,FPS,0
2010-12-27,PC,41519,4151,40.59161411199319,51996.19584014163,7691,66957.46374690848,84244.85223145524,Simulation,0
2010-12-28,Mobile,157984,15798,73.86488872984553,27635.29910378297,2136,43086.39985003215,6007.187626665041,Action,1
2010-12-29,Console,195638,19563,69.55904835538851,39476.69356835853,2414,25657.7110906304,71325.62277691561,Action,1
2010-12-30,Mobile,138431,13843,36.25828592861922,17623.42860075625,1574,67672.46541392774,126453.2700536237,Adventure,0
2010-12-31,Mobile,69538,6953,80.33712792763569,61909.14818748074,8564,46087.35695318801,133159.5164517043,Action,0
2011-01-01,Console,32419,3241,61.44995283314933,33838.84351019474,3282,33832.80383172697,143583.0747730325,RPG,0
2011-01-02,PC,109476,10947,78.95278125226324,78046.76324870715,6459,56522.89103557824,63094.09035467686,Simulation,0
2011-01-03,PC,108106,10810,27.22129350010443,22641.75449677568,5650,90931.76387166184,69752.21252248553,Action,0
2011-01-04,Mobile,136896,13689,40.9095308545991,70170.63114825035,8649,53706.89479565474,84888.97748653615,Adventure,0
2011-01-05,VR,41543,4154,92.86316975877146,11753.84915950874,1307,95828.64705091274,5010.198644202215,Simulation,1
2011-01-06,PC,199108,19910,68.62358817490544,49684.93162444555,5054,96138.72932884065,31742.8726053087,FPS,1
2011-01-07,Console,15685,1568,33.5442386498748,12486.64847115423,6130,56537.96828969517,78471.59504386719,FPS,1
2011-01-08,Mobile,186940,18694,35.6792996205435,31321.47936851163,6519,25942.47460070945,75678.03558199301,Action,0
2011-01-09,PC,44315,4431,26.93586206634266,82307.8945765396,2395,34983.79507630951,103999.8884722426,RPG,1
2011-01-10,Mobile,54346,5434,42.48868293555774,68434.72334249408,4098,93362.65523710275,118427.339965966,FPS,0
2011-01-11,Mobile,155218,15521,21.31694846048558,19855.32146741122,1533,28570.29800330213,43354.2858001635,Simulation,1
2011-01-12,Console,41693,4169,73.32936694693434,40592.61998034507,9028,22652.3998060981,95333.0949349819,Simulation,0
2011-01-13,Console,157790,15779,83.04217199746063,27296.91524448913,2882,91248.30679353794,47336.30059213371,RPG,1
2011-01-14,Mobile,55258,5525,32.76727549448829,64204.80351691498,2260,59358.27550124055,43148.82052553734,Simulation,1
2011-01-15,Console,176185,17618,92.77169101409636,63393.87714891261,6826,53360.31734607448,71512.27530746034,Simulation,0
2011-01-16,PC,137941,13794,84.69918553925353,99558.49806174985,1028,27526.03205259753,17132.8486077917,RPG,1
2011-01-17,Mobile,58633,5863,90.0869184653441,45942.41064093687,3309,32977.50976571577,9583.555747995493,Adventure,1
2011-01-18,Console,51061,5106,83.34030042803926,93358.09856426416,8873,97608.0631195517,110630.2251347423,Simulation,0
2011-01-19,Mobile,127150,12715,47.09286221924078,83711.95364250761,9050,87386.51160702805,139247.48981176,Adventure,0
2011-01-20,Console,172100,17210,37.37745715381196,13762.34496398379,4181,60832.3130198496,55944.81392534194,RPG,0
2011-01-21,Mobile,137336,13733,73.16261234595581,97886.27465057446,7357,41762.35624351112,118374.4901762576,Action,1
2011-01-22,PC,32074,3207,77.90925497667789,21181.16012873099,7730,39885.86240845927,112372.5209688517,RPG,0
2011-01-23,VR,27509,2750,56.36371809291681,98499.2353989816,2550,74825.7506886585,46133.78524025362,Action,1
2011-01-24,Console,108556,10855,74.57551339262875,32649.45182422157,1510,87540.20011235858,28317.54982374712,FPS,0
2011-01-25,PC,47924,4792,28.59019344432385,44549.54717440047,2465,24884.57448186032,104402.9613412865,Adventure,1
2011-01-26,PC,21204,2120,59.61316882524186,46323.9872248734,8499,44950.96016323898,147608.0368933568,FPS,0
2011-01-27,VR,164055,16405,92.78146322668916,71088.49345260244,2830,63188.68616356971,49383.73060871544,Adventure,1
2011-01-28,PC,66700,6670,95.97270555397935,72926.77344581264,4053,38424.1531859917,24945.17139062261,FPS,1
2011-01-29,Mobile,39765,3976,78.73641402814357,29579.66262577533,4748,77861.92002565625,135333.6712528607,Simulation,1
2011-01-30,VR,105070,10507,86.14732738923325,45562.4761586176,8790,33943.77723010743,131188.1019761771,Simulation,0
2011-01-31,Mobile,37495,3749,87.57211812552788,87669.73816926361,9654,90319.5495901061,137759.4864132695,Simulation,1
2011-02-01,PC,167576,16757,21.60814594495542,58171.24409569078,4218,26363.69273968905,31858.83618205001,RPG,0
2011-02-02,Console,157117,15711,93.70496841018235,70193.05410476822,5255,22399.62599923826,122947.4699563923,FPS,1
2011-02-03,Mobile,66224,6622,84.13656901915537,50273.21844214069,9943,24476.7561966859,71615.56300244712,Adventure,0
2011-02-04,PC,66303,6630,67.20805752693798,65783.96013206046,6427,76815.5079343863,57386.83424923816,Simulation,1
2011-02-05,PC,151079,15107,53.36711926224755,15938.16550075787,2264,45786.61222211098,5499.928942169753,FPS,0
2011-02-06,Mobile,106767,10676,88.50216250509247,40145.23712773219,2202,52937.52304590784,38992.92589126562,FPS,1
2011-02-07,Mobile,65922,6592,73.67819593196248,66736.08622184659,9079,61394.15468934237,76460.23549081599,Simulation,0
2011-02-08,Mobile,144239,14423,73.60562093997241,10131.2795515088,9702,35344.33434310098,97857.8549821801,FPS,0
2011-02-09,PC,122513,12251,30.54720094520216,33825.66826468043,1401,91174.71550750067,18141.32424236899,Simulation,1
2011-02-10,VR,84669,8466,40.68010135814028,10765.65203535839,1610,60142.89684437674,112682.3099866449,Simulation,1
2011-02-11,Console,196704,19670,22.76256708268246,18983.1926109132,6409,91391.02993244817,14566.23754017266,Action,1
2011-02-12,PC,192244,19224,78.31512492204412,32061.73735015108,9173,83492.48985083925,13380.03705626,Adventure,1
2011-02-13,Console,60706,6070,30.19892860914332,17786.6024800655,1930,81480.45072723029,79483.97539445496,FPS,1
2011-02-14,PC,38693,3869,77.69487109734901,80863.44807545743,4213,73067.4983593188,127756.0161856467,Action,0
2011-02-15,VR,179329,17932,49.50649281633954,36246.10769377436,4928,61441.69434049395,52479.2904645942,Action,0
2011-02-16,Console,61566,6156,93.82237639396435,89650.8531963832,7134,78770.64501039349,76428.43161566705,Simulation,0
2011-02-17,PC,108235,10823,36.45063052173711,85930.46994706748,7749,78456.20993004582,24282.65692772518,Action,1
2011-02-18,Mobile,74734,7473,47.74049812597065,59807.01050528949,6963,72911.62011024033,52564.36692703902,RPG,0
2011-02-19,VR,36601,3660,34.96298282094272,53186.07262534816,6597,54409.90377952444,37215.12269976058,RPG,0
2011-02-20,Console,135239,13523,21.83220438622739,51722.87464174622,6701,69734.12600164051,129540.3006071462,Adventure,0
2011-02-21,PC,89471,8947,25.66736454973316,74993.39201875316,9421,76895.67036971683,134991.3445366331,Action,0
2011-02-22,Mobile,196995,19699,73.22854976169201,72610.00951910682,8443,93358.07623942573,69632.3723865407,Simulation,0
2011-02-23,PC,140706,14070,40.34244328150348,39371.08042410429,4764,29166.621085808,50773.73400955649,Simulation,1
2011-02-24,Mobile,102616,10261,96.06673041636259,88785.08698728678,3305,98110.63492785177,28132.63261021436,RPG,1
2011-02-25,PC,18048,1804,91.79874966948069,45132.08845880902,5604,40634.68690338281,134403.0420708003,Simulation,0
2011-02-26,Mobile,96551,9655,91.16265673044293,57996.67784834635,2974,50243.64311753545,137565.1595027016,FPS,0
2011-02-27,Mobile,90581,9058,43.33186758911285,34002.22187523943,7586,33287.17240471428,79185.54665539054,Action,0
2011-02-28,PC,187991,18799,31.11108490991299,42888.9933385401,2754,39279.1591948865,58184.29099018859,FPS,1
2011-03-01,PC,124304,12430,92.56628567874287,50365.4865610741,6301,98736.04426743327,129579.9909382042,Simulation,1
2011-03-02,VR,111174,11117,50.23786545238416,65001.17256856616,2758,27044.00657149735,31575.43449124476,Simulation,1
2011-03-03,Mobile,92054,9205,23.37306065602247,81632.39658569825,3578,92004.5680228068,78697.3490343326,RPG,1
2011-03-04,Console,153481,15348,53.74422551779844,46687.78873290664,2508,28337.51753762005,77801.79028832707,FPS,0
2011-03-05,Mobile,78056,7805,39.7311951918622,72167.29413441694,1347,76827.2173585392,46730.52599921911,Action,0
2011-03-06,Console,92723,9272,48.45095101822308,23673.62468977465,4072,31319.79852917076,146238.8874027731,FPS,0
2011-03-07,Mobile,177332,17733,86.65079298432634,31873.01143561202,2672,32044.60391433635,105242.5547363067,Adventure,0
2011-03-08,Console,64453,6445,21.72610352263436,37713.17676805898,1382,49278.9021031333,15621.95296993753,Adventure,1
2011-03-09,Console,149106,14910,31.28760932774885,14459.1073564209,7974,30442.26432363597,44818.75259819698,Action,1
2011-03-10,Console,163194,16319,24.21669181554644,82236.18544405814,3866,32229.6881971786,112903.6426621022,Action,1
2011-03-11,VR,172311,17231,93.75254038374506,34762.26972330175,5960,73524.22553703918,23461.08624274949,Adventure,0
2011-03-12,Console,190708,19070,83.84274770159223,36374.71686005061,6275,81581.86938822374,16124.84297554718,FPS,1
2011-03-13,Mobile,197521,19752,95.4598508169341,74171.39404630048,4431,38788.64410550825,24704.93757421049,Action,1
2011-03-14,Console,143977,14397,56.39108197138127,58836.24823650817,9724,93715.67193682549,28836.66914683357,Action,0
2011-03-15,Mobile,11532,1153,68.83999754278597,48394.08489016839,1017,55497.08681466941,119296.0514579192,RPG,1
2011-03-16,PC,140220,14022,27.52769729046863,43067.73524740282,1444,82633.44576868587,142115.5031556657,RPG,1
2011-03-17,PC,50012,5001,70.4395536521512,36415.24328208453,8584,65779.10045730331,95599.43668163019,Adventure,0
2011-03-18,VR,62623,6262,32.1358387435609,53742.78112218915,6184,72662.1170778947,121397.895252669,Adventure,1
2011-03-19,Console,25174,2517,92.76886504520388,88297.71204368376,6195,28566.43214534119,74857.3467429134,Adventure,0
2011-03-20,PC,123221,12322,74.7383755049392,64755.53247683168,7569,41457.36155496785,108617.6825753106,Simulation,1
2011-03-21,Console,166696,16669,74.33590948793056,61661.68961051109,7918,98948.62159625866,13923.80047444031,FPS,1
2011-03-22,VR,197175,19717,94.67960021521434,65406.84967002332,6826,60591.34242489266,118749.0931382877,FPS,1
2011-03-23,PC,24483,2448,81.7064689667558,92385.76873139554,1488,75522.61299480483,104451.7764826814,Simulation,0
2011-03-24,Console,172686,17268,33.42712603847508,20181.34547206327,5058,35237.13806018925,137546.3733264983,Adventure,1
2011-03-25,Mobile,42449,4244,57.09087431914301,79648.83597148325,2395,68279.98643300569,76638.43496386768,RPG,1
2011-03-26,PC,81692,8169,62.70074136010188,81652.4783632013,1814,51115.34086576254,13687.12822794848,Action,0
2011-03-27,Mobile,26284,2628,71.69170856215315,44302.70532250213,5199,35267.16215589443,75339.87449637048,RPG,0
2011-03-28,VR,23179,2317,74.27505761985964,64479.61483276701,7989,53996.84411362583,29372.38428138124,Simulation,0
2011-03-29,VR,81870,8187,23.06258965404083,69353.60212772092,1890,81629.49102352731,143538.6413134683,Adventure,0
2011-03-30,Console,103230,10323,83.75503822812996,51989.90065462612,4027,53343.78214141322,114761.5680932973,RPG,1
2011-03-31,PC,94570,9457,38.43942858077128,33582.51491743776,7981,94309.80431982735,134693.2323284465,Action,0
2011-04-01,VR,179037,17903,55.80051461510405,40659.85114959831,1871,73003.36904230149,58033.49278992019,FPS,1
2011-04-02,Console,22182,2218,57.19000057395273,95691.26114983334,1241,35089.33554656133,45777.18855702746,RPG,1
2011-04-03,Console,104364,10436,73.16069292087471,81578.25338165167,5120,69389.86591256174,144830.6275853472,Adventure,0
2011-04-04,VR,31165,3116,27.23765847691266,35561.94810251235,9853,64455.49928042784,122643.334467163,Adventure,1
2011-04-05,PC,90695,9069,62.29152789510421,90324.51917037157,1927,62049.01205806723,37927.79720330436,Simulation,0
2011-04-06,VR,91500,9150,78.765834324482,90770.491321196,2841,68977.51540075468,78054.68849485778,Adventure,0
2011-04-07,PC,188128,18812,62.36572765012997,18681.00837045752,9378,80121.45249217527,59718.8900598949,Adventure,1
2011-04-08,VR,123753,12375,48.59288435809929,89319.61169203467,7801,56658.81735391676,52655.3689979229,Action,1
2011-04-09,PC,90037,9003,29.18610836042864,79058.23946041912,5127,91817.04084620732,84325.91513241602,RPG,1
2011-04-10,VR,162696,16269,25.22733832496987,20122.06642411406,4898,96619.02812275916,136282.8831172412,Action,0
2011-04-11,Mobile,113127,11312,78.11742716444103,94607.24456428086,4808,38079.04121509403,85305.03210179943,Adventure,0
2011-04-12,Mobile,76757,7675,63.02522078139525,45809.62602721283,4935,77985.99703239423,90285.95765408048,Simulation,1
2011-04-13,PC,75059,7505,38.40487892324343,34750.62315243389,5116,29274.60160227396,128452.2790504493,Simulation,1
2011-04-14,Mobile,91962,9196,91.4575465924251,78955.74330413359,4729,93722.3671505774,58217.2131880029,Adventure,0
2011-04-15,Console,28325,2832,86.90162316845517,88759.32929595523,2756,56734.90817879485,59835.34449735141,Action,1
2011-04-16,Mobile,45952,4595,99.91962075019809,50206.0783887333,6646,43906.91606323881,48992.96061511973,RPG,0
2011-04-17,VR,24823,2482,94.3932676422276,96702.7148043256,1360,48861.664547101,20290.74473102163,FPS,0
2011-04-18,Console,199284,19928,92.38780887245832,80147.72435766166,3169,60547.69612034458,101960.3812519255,RPG,0
2011-04-19,PC,12882,1288,20.0903349494099,23107.27845865602,9876,39952.7772188795,11164.50671434159,FPS,0
2011-04-20,PC,105961,10596,35.13247639665004,81514.73391156594,4505,44397.15010947075,143486.9810138911,Action,0
2011-04-21,Console,104064,10406,49.71312165401653,81178.73768366879,6053,53299.76291164929,131803.6863270553,Action,1
2011-04-22,Console,10433,1043,69.41096792789352,65545.89906511034,4869,39966.92435062946,137564.4401721157,FPS,0
2011-04-23,PC,13063,1306,33.59107653589295,16229.0489013845,6444,39765.4492873424,79557.99114369733,RPG,1
2011-04-24,Mobile,50820,5082,42.04309195480651,42347.10844804705,2119,66981.46053287279,50885.08316831433,Adventure,1
